DATE,FF,INDPRO,CPI,VIX,DGS10
2000-01-01,0.8320493066255779,0.6602641056422568,0.25,0.2487628473543966,6.66
2000-02-01,0.8751926040061634,0.6530612244897959,0.2582781456953643,0.25637609440426345,6.52
2000-03-01,0.8936825885978428,0.6584633853541416,0.3062913907284769,0.23962695089455646,6.26
2000-04-01,0.9198767334360554,0.6713685474189675,0.2764900662251656,0.32413399314807767,5.99
2000-05-01,0.958397534668721,0.6614645858343337,0.2947019867549669,0.3090978302245908,6.44
2000-06-01,0.9984591679506933,0.6656662665066025,0.3228476821192053,0.2171678720974495,6.1
2000-07-01,1.0,0.6416566626650659,0.3112582781456954,0.18576322801674913,6.05
2000-08-01,0.9938366718027736,0.6197478991596638,0.3294701986754967,0.15150361629234868,5.83
2000-09-01,0.9969183359013867,0.6458583433373348,0.31953642384105957,0.18195660449181575,5.8
2000-10-01,0.99537750385208,0.5948379351740696,0.31953642384105957,0.2868290826037304,5.74
2000-11-01,0.99537750385208,0.5792316926770708,0.3360927152317881,0.3092881614008375,5.72
2000-12-01,0.9784283513097073,0.5447178871548619,0.326158940397351,0.31214312904453756,5.24
2001-01-01,0.913713405238829,0.5321128451380551,0.326158940397351,0.2814998096688238,5.16
2001-02-01,0.8382126348228043,0.5018007202881152,0.36258278145695366,0.2527598020555767,5.1
2001-03-01,0.810477657935285,0.4828931572629051,0.33278145695364236,0.3496383707651314,4.89
2001-04-01,0.7318952234206472,0.45378151260504196,0.3410596026490067,0.3425961172440045,5.14
2001-05-01,0.6409861325115562,0.42977190876350535,0.3228476821192053,0.24381423677198324,5.39
2001-06-01,0.6040061633281972,0.4123649459783913,0.34933774834437087,0.2057480015226494,5.28
2001-07-01,0.5731895223420648,0.39975990396158456,0.34768211920529807,0.23201370384468975,5.24
2001-08-01,0.5546995377503852,0.4048619447779111,0.337748344370861,0.22325846973734295,4.97
2001-09-01,0.46533127889060083,0.37725090036014397,0.3360927152317881,0.47468595355919296,4.73
2001-10-01,0.3759630200308166,0.37905162064825926,0.3360927152317881,0.4299581271412257,4.57
2001-11-01,0.3143297380585516,0.36164465786314515,0.3526490066225166,0.31404644080700417,4.65
2001-12-01,0.2727272727272727,0.370048019207683,0.3609271523178808,0.2586600685192234,5.09
2002-01-01,0.2588597842835131,0.40426170468187267,0.33278145695364236,0.23068138561096305,5.04
2002-02-01,0.2604006163328197,0.42316926770708274,0.3228476821192053,0.2426722497145032,4.91
2002-03-01,0.2588597842835131,0.4525810324129651,0.304635761589404,0.16863342215454888,5.28
2002-04-01,0.2619414483821263,0.4768907563025209,0.31291390728476826,0.18595355919299575,5.21
2002-05-01,0.2619414483821263,0.5054021608643456,0.3211920529801325,0.18956985154168252,5.16
2002-06-01,0.2619414483821263,0.5459183673469387,0.2748344370860927,0.2881614008374571,4.93
2002-07-01,0.2588597842835131,0.5636254501800719,0.2649006622516557,0.45527217358203265,4.65
2002-08-01,0.2604006163328197,0.5630252100840335,0.2913907284768212,0.44937190711838604,4.26
2002-09-01,0.2619414483821263,0.5825330132052821,0.2715231788079471,0.5237913970308337,3.87
2002-10-01,0.2619414483821263,0.5840336134453781,0.2632450331125828,0.4779215835553864,3.94
2002-11-01,0.19876733436055471,0.6188475390156062,0.2350993377483444,0.3435477731252379,4.05
2002-12-01,0.18335901386748846,0.6029411764705882,0.22516556291390727,0.344118766653978,4.03
2003-01-01,0.18335901386748846,0.6068427370948378,0.22516556291390727,0.32908260373049114,4.05
2003-02-01,0.1864406779661017,0.6110444177671068,0.19867549668874174,0.42044156832889223,3.9
2003-03-01,0.18489984591679506,0.5792316926770708,0.18874172185430466,0.39017891130567184,3.81
2003-04-01,0.1864406779661017,0.5456182472989195,0.1456953642384106,0.26379901027788344,3.96
2003-05-01,0.1864406779661017,0.531812725090036,0.15397350993377484,0.19242481918538254,3.57
2003-06-01,0.1802773497688752,0.5111044417767107,0.14403973509933776,0.19470879330034255,3.33
2003-07-01,0.14791987673343607,0.5276110444177671,0.152317880794702,0.17186905215074225,3.98
2003-08-01,0.1510015408320493,0.5243097238895558,0.1175496688741722,0.17396269508945564,4.45
2003-09-01,0.14791987673343607,0.5408163265306122,0.1076158940397351,0.17891130567186905,4.27
2003-10-01,0.14791987673343607,0.5528211284513804,0.1175496688741722,0.15017129805862198,4.29
2003-11-01,0.14637904468412943,0.5570228091236494,0.08112582781456956,0.13837076513132848,4.3
2003-12-01,0.1432973805855162,0.575330132052821,0.08112582781456956,0.1275218880852683,4.27
2004-01-01,0.14637904468412943,0.5555222088835533,0.08940397350993376,0.11362771221926152,4.15
2004-02-01,0.14791987673343607,0.5705282112845137,0.1076158940397351,0.1117244004567948,4.08
2004-03-01,0.14637904468412943,0.5669267707082832,0.1589403973509934,0.1438903692424819,3.83
2004-04-01,0.14637904468412943,0.5981392557022809,0.19370860927152322,0.1060144651693947,4.35
2004-05-01,0.14637904468412943,0.6218487394957982,0.1837748344370861,0.14427103159497526,4.72
2004-06-01,0.1510015408320493,0.5939375750300119,0.21026490066225167,0.09916254282451462,4.73
2004-07-01,0.1864406779661017,0.6008403361344536,0.19205298013245037,0.10220784164446131,4.5
2004-08-01,0.2126348228043143,0.60984393757503,0.18211920529801323,0.12466692044156832,4.28
2004-09-01,0.2403697996918336,0.5936374549819927,0.22516556291390727,0.07518081461743434,4.13
2004-10-01,0.26348228043143296,0.6167466986794717,0.2334437086092715,0.09212028930338786,4.1
2004-11-01,0.28967642526964554,0.6032412965186074,0.26821192052980136,0.06566425580510085,4.19
